Airline,Source,Destination,Total_Stops,Price,Price_USD,Duration_min,Journey_day,Journey_month,Dep_hour,Dep_min,Arr_hour,Arr_min
Multiple carriers,Delhi,Cochin,2,15965,191.58,625,24,6,15,5,1,30
Air India,Delhi,Cochin,2,9968,119.616,1820,9,4,12,55,19,15
IndiGo,Kolkata,Banglore,0,4804,57.648,155,6,6,22,15,0,50
Jet Airways,Delhi,Cochin,1,16079,192.948,540,27,5,10,0,19,0
Jet Airways,Delhi,Cochin,2,11507,138.084,910,12,6,21,25,12,35
Air India,Kolkata,Banglore,2,11542,138.504,1700,9,6,9,25,13,45
Jet Airways,Banglore,Delhi,0,7229,86.748,180,24,4,17,45,20,45
Jet Airways,Banglore,Delhi,0,4544,54.528,165,27,4,6,0,8,45
IndiGo,Delhi,Cochin,1,6496,77.952,295,15,5,5,10,10,5
IndiGo,Kolkata,Banglore,0,4804,57.648,160,15,6,21,25,0,5
Air India,Banglore,New Delhi,1,13439,161.268,1330,1,3,11,5,9,15
Jet Airways,Delhi,Cochin,1,6540,78.48,610,27,3,18,15,4,25
IndiGo,Banglore,Delhi,0,4591,55.092,170,1,6,23,30,2,20
IndiGo,Banglore,New Delhi,1,4437,53.244,260,18,3,16,15,20,35
Air Asia,Delhi,Cochin,1,6151,73.812,660,21,3,20,10,7,10
Jet Airways,Banglore,Delhi,0,7754,93.048,180,21,6,17,45,20,45
Jet Airways,Delhi,Cochin,1,10262,123.144,1355,24,6,14,0,12,35
Jet Airways,Banglore,Delhi,0,8016,96.19200000000001,185,9,6,18,55,22,0
SpiceJet,Kolkata,Banglore,0,4781,57.372,160,24,3,6,55,9,35
Vistara,Banglore,Delhi,0,4668,56.016,170,27,6,11,30,14,20
Air India,Banglore,New Delhi,1,14594,175.12800000000001,1265,6,3,11,50,8,55
Jet Airways,Kolkata,Banglore,1,14231,170.772,710,24,3,16,55,4,45
Air India,Delhi,Cochin,1,8425,101.10000000000001,1535,15,5,5,15,6,50
Multiple carriers,Delhi,Cochin,1,9646,115.752,925,12,6,7,5,22,30
IndiGo,Chennai,Kolkata,0,7295,87.54,145,3,3,14,40,17,5
Air Asia,Kolkata,Banglore,1,5162,61.944,220,9,4,6,50,10,30
IndiGo,Banglore,New Delhi,0,6860,82.32000000000001,175,9,3,18,25,21,20
Vistara,Delhi,Cochin,0,6216,74.592,190,15,4,6,0,9,10
Air Asia,Kolkata,Banglore,1,5192,62.304,710,24,5,7,35,19,25
IndiGo,Banglore,Delhi,0,4823,57.876,170,9,4,20,0,22,50
SpiceJet,Banglore,Delhi,0,3919,47.028,170,3,4,9,30,12,20
IndiGo,Mumbai,Hyderabad,0,2754,33.048,90,3,6,19,5,20,35
Multiple carriers,Delhi,Cochin,1,9315,111.78,690,9,5,7,30,19,0
Multiple carriers,Delhi,Cochin,1,11667,140.004,530,27,3,10,0,18,50
Jet Airways,Kolkata,Banglore,1,6224,74.688,1215,12,6,8,25,4,40
Air India,Kolkata,Banglore,2,13349,160.18800000000002,1210,24,3,9,25,5,35
Jet Airways,Banglore,New Delhi,1,11087,133.044,965,18,3,16,55,9,0
Multiple carriers,Delhi,Cochin,1,15603,187.236,755,6,3,13,0,1,35
Jet Airways,Delhi,Cochin,2,15129,181.548,1025,9,5,19,30,12,35
IndiGo,Banglore,Delhi,0,4823,57.876,180,9,4,16,55,19,55
Vistara,Kolkata,Banglore,1,8452,101.424,930,1,5,7,10,22,40
Multiple carriers,Delhi,Cochin,1,12524,150.288,690,6,6,7,30,19,0
SpiceJet,Chennai,Kolkata,0,3384,40.608000000000004,140,27,3,17,45,20,5
Jet Airways,Delhi,Cochin,1,10262,123.144,1425,1,6,19,15,19,0
SpiceJet,Mumbai,Hyderabad,0,1965,23.580000000000002,90,18,6,13,15,14,45
IndiGo,Kolkata,Banglore,0,4804,57.648,155,18,5,22,15,0,50
Jet Airways,Delhi,Cochin,1,16079,192.948,1485,27,5,18,15,19,0
Jet Airways,Delhi,Cochin,2,13292,159.504,1295,1,6,21,25,19,0
Air Asia,Delhi,Cochin,1,6751,81.012,330,9,5,7,55,13,25
Air India,Delhi,Cochin,1,8669,104.028,735,15,5,7,0,19,15
IndiGo,Delhi,Cochin,1,14871,178.452,485,3,3,17,30,1,35
Jet Airways,Delhi,Cochin,1,12898,154.776,300,21,5,14,0,19,0
SpiceJet,Banglore,Delhi,0,3919,47.028,170,6,6,9,30,12,20
Multiple carriers,Delhi,Cochin,1,36983,443.796,385,1,3,12,50,19,15
IndiGo,Chennai,Kolkata,0,3597,43.164,140,3,6,19,35,21,55
Air India,Banglore,New Delhi,0,10741,128.892,165,9,3,17,0,19,45
Air India,Kolkata,Banglore,2,11432,137.184,765,6,6,16,50,5,35
Jet Airways,Banglore,New Delhi,1,11087,133.044,950,12,3,18,55,10,45
Jet Airways,Delhi,Cochin,2,13292,159.504,1620,3,6,9,35,12,35
Air India,Delhi,Cochin,3,10493,125.916,1585,15,6,5,15,7,40
GoAir,Banglore,New Delhi,0,7631,91.572,175,9,3,7,45,10,40
Air India,Delhi,Cochin,2,13381,160.572,1490,6,6,6,50,7,40
Jet Airways,Kolkata,Banglore,1,13731,164.772,520,6,6,20,0,4,40
Air India,Delhi,Cochin,2,11911,142.93200000000002,1545,21,5,5,55,7,40
IndiGo,Banglore,Delhi,0,4591,55.092,170,18,4,23,30,2,20
Multiple carriers,Delhi,Cochin,1,14848,178.17600000000002,375,3,6,13,0,19,15
Multiple carriers,Delhi,Cochin,1,8266,99.19200000000001,630,12,6,8,45,19,15
Air India,Delhi,Cochin,2,12392,148.704,1560,18,5,17,15,19,15
Jet Airways,Kolkata,Banglore,1,13044,156.528,1025,12,6,18,55,12,0
Jet Airways,Delhi,Cochin,1,12898,154.776,1280,21,5,7,5,4,25
Jet Airways,Delhi,Cochin,1,12242,146.904,335,21,3,22,50,4,25
IndiGo,Banglore,Delhi,0,3943,47.316,170,18,5,10,10,13,0
Vistara,Kolkata,Banglore,1,11105,133.26,1550,24,3,20,20,22,10
Jet Airways,Kolkata,Banglore,1,14388,172.656,730,12,5,21,10,9,20
Jet Airways,Delhi,Cochin,2,13014,156.168,1025,18,5,19,30,12,35
Multiple carriers,Delhi,Cochin,1,15411,184.93200000000002,510,6,3,10,20,18,50
Jet Airways,Delhi,Cochin,1,16289,195.46800000000002,1385,9,3,19,45,18,50
IndiGo,Delhi,Cochin,1,6442,77.304,560,15,5,6,50,16,10
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,475,18,5,8,25,16,20
Jet Airways,Mumbai,Hyderabad,0,5678,68.136,90,18,5,10,20,11,50
IndiGo,Banglore,Delhi,0,6906,82.872,170,12,4,23,30,2,20
SpiceJet,Chennai,Kolkata,0,3543,42.516,135,21,5,9,45,12,0
Jet Airways,Delhi,Cochin,1,14714,176.568,600,6,6,9,0,19,0
Multiple carriers,Delhi,Cochin,1,14323,171.876,465,15,5,11,30,19,15
SpiceJet,Banglore,Delhi,0,3971,47.652,175,9,4,21,10,0,5
Vistara,Kolkata,Banglore,1,8452,101.424,1580,6,5,20,20,22,40
Vistara,Banglore,Delhi,0,5403,64.836,160,12,4,7,0,9,40
Multiple carriers,Delhi,Cochin,1,13727,164.724,660,9,5,10,0,21,0
Air India,Kolkata,Banglore,2,12639,151.668,1165,1,4,10,0,5,25
Jet Airways,Banglore,Delhi,0,5198,62.376000000000005,175,18,4,15,15,18,10
Vistara,Banglore,Delhi,0,4878,58.536,165,1,6,19,30,22,15
Jet Airways,Delhi,Cochin,1,12373,148.476,1395,18,5,19,45,19,0
Multiple carriers,Delhi,Cochin,1,8552,102.624,540,3,3,7,10,16,10
Vistara,Delhi,Cochin,0,6741,80.892,190,21,4,14,40,17,50
Multiple carriers,Delhi,Cochin,1,6481,77.772,385,9,4,12,50,19,15
Multiple carriers,Delhi,Cochin,1,7354,88.248,520,6,6,10,35,19,15
Air India,Banglore,Delhi,0,5228,62.736000000000004,170,21,4,21,5,23,55
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,740,12,5,8,25,20,45
IndiGo,Delhi,Cochin,1,6347,76.164,320,18,5,6,50,12,10
Air India,Banglore,New Delhi,1,5013,60.156,240,15,3,8,15,12,15
Jet Airways,Kolkata,Banglore,1,9663,115.956,585,9,6,18,55,4,40
IndiGo,Banglore,Delhi,0,4823,57.876,175,6,4,18,25,21,20
Air India,Delhi,Cochin,2,13381,160.572,1580,24,6,16,55,19,15
SpiceJet,Chennai,Kolkata,0,3543,42.516,135,1,6,9,45,12,0
Jet Airways,Kolkata,Banglore,1,9663,115.956,585,15,5,18,55,4,40
Jet Airways,Kolkata,Banglore,1,7064,84.768,1495,1,4,18,55,19,50
Jet Airways,Delhi,Cochin,1,10262,123.144,715,9,6,7,5,19,0
Air India,Delhi,Cochin,2,13013,156.156,500,1,6,10,55,19,15
Jet Airways,Delhi,Cochin,2,15339,184.068,1045,27,6,19,10,12,35
GoAir,Banglore,Delhi,0,4937,59.244,170,18,4,11,40,14,30
IndiGo,Delhi,Cochin,1,6818,81.816,425,6,6,5,5,12,10
Air India,Delhi,Cochin,2,10441,125.292,1275,18,5,22,0,19,15
Jet Airways,Delhi,Cochin,1,5177,62.124,300,3,4,14,0,19,0
IndiGo,Chennai,Kolkata,0,3858,46.296,145,27,6,11,35,14,0
IndiGo,Kolkata,Banglore,1,6534,78.408,315,18,5,21,0,2,15
Multiple carriers,Delhi,Cochin,1,6795,81.54,910,15,6,10,20,1,30
Multiple carriers,Delhi,Cochin,1,9736,116.83200000000001,705,3,6,7,30,19,15
Jet Airways,Banglore,Delhi,0,7229,86.748,180,1,5,19,50,22,50
SpiceJet,Delhi,Cochin,1,4957,59.484,295,24,4,17,55,22,50
IndiGo,Banglore,New Delhi,0,7648,91.776,165,9,3,6,0,8,45
SpiceJet,Kolkata,Banglore,0,3873,46.476,150,15,6,14,55,17,25
Jet Airways,Kolkata,Banglore,1,14388,172.656,585,12,5,18,55,4,40
IndiGo,Kolkata,Banglore,0,5618,67.416,160,6,3,17,15,19,55
Multiple carriers,Delhi,Cochin,1,7408,88.896,390,9,6,19,0,1,30
Air Asia,Delhi,Cochin,1,13774,165.288,330,3,3,16,45,22,15
Vistara,Banglore,Delhi,0,4668,56.016,160,3,5,7,0,9,40
Jet Airways,Delhi,Cochin,2,13082,156.984,2045,21,3,18,20,4,25
Air India,Delhi,Cochin,1,8669,104.028,925,3,6,3,50,19,15
IndiGo,Delhi,Cochin,1,6316,75.792,570,24,6,16,0,1,30
Jet Airways,Delhi,Cochin,1,12583,150.996,365,6,3,22,20,4,25
Vistara,Banglore,New Delhi,0,7923,95.07600000000001,160,9,3,16,10,18,50
GoAir,Delhi,Cochin,1,7378,88.536,350,3,3,7,0,12,50
Vistara,Banglore,Delhi,0,4878,58.536,165,3,6,19,30,22,15
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1640,18,5,16,30,19,50
Jet Airways,Banglore,Delhi,0,7229,86.748,180,3,4,8,20,11,20
SpiceJet,Delhi,Cochin,1,6297,75.56400000000001,315,21,5,6,5,11,20
Jet Airways,Kolkata,Banglore,1,8529,102.348,960,12,6,20,0,12,0
Multiple carriers,Delhi,Cochin,1,13727,164.724,420,18,5,14,0,21,0
SpiceJet,Kolkata,Banglore,1,6643,79.71600000000001,520,24,5,8,35,17,15
Multiple carriers,Delhi,Cochin,1,10197,122.364,540,9,5,10,0,19,0
SpiceJet,Kolkata,Banglore,0,4911,58.932,140,21,4,22,20,0,40
IndiGo,Chennai,Kolkata,0,6482,77.784,140,6,3,5,15,7,35
Jet Airways,Banglore,New Delhi,1,26890,322.68,380,1,3,8,55,15,15
IndiGo,Kolkata,Banglore,1,3717,44.604,265,18,5,19,20,23,45
IndiGo,Chennai,Kolkata,0,3597,43.164,140,1,6,13,15,15,35
Air India,Banglore,New Delhi,2,10846,130.15200000000002,665,18,3,11,5,22,10
Air India,Banglore,New Delhi,1,14069,168.828,1015,1,3,5,50,22,45
Jet Airways,Delhi,Cochin,1,5177,62.124,825,1,4,22,50,12,35
Air India,Delhi,Cochin,2,14641,175.692,1545,6,3,5,55,7,40
IndiGo,Delhi,Cochin,1,6442,77.304,835,6,6,8,35,22,30
Air India,Delhi,Cochin,1,5704,68.44800000000001,315,21,3,17,45,23,0
Jet Airways,Kolkata,Banglore,1,9663,115.956,1155,6,5,14,5,9,20
Jet Airways,Delhi,Cochin,1,14714,176.568,450,6,6,20,55,4,25
Jet Airways,Delhi,Cochin,1,5406,64.872,540,1,4,10,0,19,0
Vistara,Kolkata,Banglore,1,8610,103.32000000000001,1440,15,5,20,20,20,20
Jet Airways,Delhi,Cochin,2,14237,170.844,1090,12,6,18,25,12,35
IndiGo,Banglore,Delhi,0,4823,57.876,175,9,6,7,10,10,5
IndiGo,Mumbai,Hyderabad,0,2227,26.724,90,27,3,20,5,21,35
Jet Airways,Delhi,Cochin,1,12373,148.476,1280,18,5,7,5,4,25
Air India,Delhi,Cochin,1,8372,100.464,375,6,6,13,0,19,15
Jet Airways,Delhi,Cochin,1,17024,204.288,870,3,3,13,55,4,25
Air India,Mumbai,Hyderabad,0,3100,37.2,80,27,5,21,5,22,25
Jet Airways,Delhi,Cochin,1,14053,168.636,775,9,3,6,50,19,45
IndiGo,Chennai,Kolkata,0,3540,42.480000000000004,145,9,5,5,15,7,40
Vistara,Kolkata,Banglore,1,9345,112.14,1350,21,5,20,20,18,50
Jet Airways,Delhi,Cochin,2,10368,124.416,1375,1,6,5,30,4,25
Jet Airways,Banglore,New Delhi,1,26890,322.68,325,1,3,7,0,12,25
SpiceJet,Mumbai,Hyderabad,0,5755,69.06,85,9,3,8,50,10,15
Jet Airways,Banglore,New Delhi,1,7832,93.98400000000001,435,21,3,8,55,16,10
Jet Airways,Kolkata,Banglore,1,14388,172.656,740,6,5,8,25,20,45
Air India,Delhi,Cochin,2,8839,106.068,1210,27,6,13,15,9,25
Air India,Delhi,Cochin,2,22096,265.152,1275,3,3,22,0,19,15
Vistara,Chennai,Kolkata,0,3687,44.244,135,27,5,7,5,9,20
Multiple carriers,Delhi,Cochin,1,9627,115.524,630,15,5,8,30,19,0
Multiple carriers,Delhi,Cochin,1,13542,162.504,845,21,3,11,30,1,35
IndiGo,Banglore,Delhi,0,4423,53.076,170,27,4,4,0,6,50
IndiGo,Delhi,Cochin,2,8899,106.788,985,3,3,4,55,21,20
SpiceJet,Delhi,Cochin,1,5583,66.996,315,21,4,6,5,11,20
Air Asia,Delhi,Cochin,1,6752,81.024,830,27,5,16,45,6,35
SpiceJet,Chennai,Kolkata,0,3543,42.516,135,21,5,8,20,10,35
Jet Airways,Banglore,New Delhi,1,7832,93.98400000000001,435,21,3,8,0,15,15
Air India,Kolkata,Banglore,2,10991,131.892,1625,1,5,5,50,8,55
Jet Airways,Delhi,Cochin,1,12898,154.776,1655,27,5,9,0,12,35
Jet Airways,Delhi,Cochin,1,12898,154.776,300,27,5,14,0,19,0
GoAir,Banglore,Delhi,0,3398,40.776,170,24,5,11,40,14,30
Air India,Delhi,Cochin,0,5201,62.412,170,24,4,5,10,8,0
Air India,Kolkata,Banglore,2,13873,166.476,920,6,5,10,0,1,20
Air India,Delhi,Cochin,1,7384,88.608,320,15,6,17,40,23,0
Jet Airways,Delhi,Cochin,1,10262,123.144,610,6,6,18,15,4,25
Jet Airways,Kolkata,Banglore,1,10031,120.372,1655,24,3,8,25,12,0
Jet Airways,Kolkata,Banglore,1,12384,148.608,575,6,5,9,35,19,10
Jet Airways,Kolkata,Banglore,1,7757,93.084,1690,9,5,14,5,18,15
Jet Airways,Banglore,New Delhi,1,17261,207.132,840,6,3,21,25,11,25
SpiceJet,Chennai,Kolkata,0,7298,87.57600000000001,155,1,3,9,30,12,5
Jet Airways,Banglore,Delhi,0,7229,86.748,175,6,4,15,15,18,10
IndiGo,Kolkata,Banglore,0,4174,50.088,155,1,4,4,40,7,15
IndiGo,Kolkata,Banglore,1,5699,68.388,280,18,5,17,35,22,15
Air India,Kolkata,Banglore,0,4880,58.56,150,24,4,14,15,16,45
Air India,Delhi,Cochin,1,15284,183.40800000000002,675,6,3,8,0,19,15
Jet Airways,Kolkata,Banglore,1,13759,165.108,475,24,3,8,25,16,20
Vistara,Kolkata,Banglore,1,16092,193.104,530,24,3,9,55,18,45
IndiGo,Mumbai,Hyderabad,0,4392,52.704,85,9,3,6,20,7,45
Jet Airways,Delhi,Cochin,1,10262,123.144,940,24,6,20,55,12,35
SpiceJet,Kolkata,Banglore,0,3841,46.092,155,12,6,6,55,9,30
GoAir,Banglore,Delhi,0,5048,60.576,175,1,6,7,45,10,40
Air India,Kolkata,Banglore,1,11096,133.15200000000002,805,21,5,7,0,20,25
IndiGo,Delhi,Cochin,1,5073,60.876000000000005,275,24,4,7,35,12,10
Jet Airways,Delhi,Cochin,1,19828,237.936,1110,3,3,9,55,4,25
Vistara,Chennai,Kolkata,0,3739,44.868,135,21,3,7,5,9,20
Air India,Delhi,Cochin,2,10598,127.176,2295,9,3,5,0,19,15
Jet Airways,Banglore,Delhi,0,7229,86.748,185,15,6,18,55,22,0
Vistara,Kolkata,Banglore,1,8610,103.32000000000001,1550,1,4,17,0,18,50
Vistara,Delhi,Cochin,0,6216,74.592,190,9,5,14,40,17,50
Air India,Banglore,Delhi,0,6961,83.532,170,9,6,13,20,16,10
Jet Airways,Kolkata,Banglore,1,10703,128.436,690,6,5,9,35,21,5
Jet Airways,Kolkata,Banglore,1,14151,169.812,395,15,5,17,0,23,35
Jet Airways,Kolkata,Banglore,1,8586,103.032,1655,9,5,6,30,10,5
IndiGo,Kolkata,Banglore,0,4488,53.856,155,12,4,20,20,22,55
Multiple carriers,Delhi,Cochin,1,7408,88.896,450,15,6,18,0,1,30
Jet Airways,Delhi,Cochin,0,5443,65.316,195,18,4,11,0,14,15
Jet Airways,Kolkata,Banglore,1,10539,126.468,575,12,6,9,35,19,10
Multiple carriers,Delhi,Cochin,1,7723,92.676,750,1,6,13,0,1,30
Multiple carriers,Delhi,Cochin,1,15411,184.93200000000002,680,6,3,7,30,18,50
Jet Airways,Banglore,Delhi,0,7229,86.748,180,21,5,7,10,10,10
IndiGo,Kolkata,Banglore,0,4804,57.648,155,21,6,20,20,22,55
Jet Airways,Mumbai,Hyderabad,0,4050,48.6,90,3,3,2,55,4,25
Jet Airways,Kolkata,Banglore,1,14151,169.812,1570,18,5,17,0,19,10
SpiceJet,Delhi,Cochin,1,4957,59.484,295,6,4,17,55,22,50
Air India,Banglore,New Delhi,0,7591,91.092,165,3,3,21,10,23,55
Jet Airways,Kolkata,Banglore,1,11134,133.608,520,24,3,13,55,22,35
IndiGo,Delhi,Cochin,1,6600,79.2,425,27,5,5,5,12,10
Air India,Banglore,New Delhi,0,4966,59.592,165,9,3,21,10,23,55
Air India,Delhi,Cochin,2,15481,185.772,1490,1,6,6,50,7,40
SpiceJet,Kolkata,Banglore,0,5515,66.18,140,1,3,22,20,0,40
Jet Airways,Delhi,Cochin,1,14714,176.568,660,15,6,8,0,19,0
GoAir,Delhi,Cochin,1,4959,59.508,540,15,6,10,35,19,35
Jet Airways,Banglore,Delhi,0,7229,86.748,175,21,4,11,10,14,5
Air India,Delhi,Cochin,0,6094,73.128,185,15,5,18,5,21,10
Air Asia,Kolkata,Banglore,0,4409,52.908,155,24,4,10,20,12,55
Multiple carriers,Delhi,Cochin,1,9794,117.528,780,18,5,6,0,19,0
Jet Airways,Mumbai,Hyderabad,0,5678,68.136,85,3,4,2,55,4,20
IndiGo,Delhi,Cochin,1,6442,77.304,455,15,6,8,35,16,10
Vistara,Banglore,Delhi,0,4878,58.536,160,18,5,7,0,9,40
Jet Airways,Kolkata,Banglore,1,12446,149.352,775,24,3,21,10,10,5
Jet Airways,Delhi,Cochin,2,16704,200.448,1760,9,5,23,5,4,25
Jet Airways,Banglore,New Delhi,1,9134,109.608,300,15,3,5,45,10,45
Jet Airways,Kolkata,Banglore,1,8586,103.032,520,15,5,20,0,4,40
Jet Airways,Banglore,Delhi,0,7229,86.748,180,1,6,7,10,10,10
Jet Airways,Banglore,Delhi,0,6144,73.72800000000001,180,21,4,7,10,10,10
Air India,Banglore,Delhi,0,6961,83.532,165,18,5,10,0,12,45
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,730,9,5,16,30,4,40
IndiGo,Chennai,Kolkata,0,3597,43.164,140,21,5,19,35,21,55
SpiceJet,Banglore,New Delhi,1,7139,85.668,475,21,3,10,20,18,15
Air India,Mumbai,Hyderabad,2,25139,301.668,1775,6,3,9,40,15,15
Jet Airways,Delhi,Cochin,2,10368,124.416,1615,1,6,9,40,12,35
Air India,Delhi,Cochin,1,5117,61.404,765,6,4,20,40,9,25
Multiple carriers,Delhi,Cochin,1,9211,110.532,455,18,5,11,40,19,15
SpiceJet,Kolkata,Banglore,0,4174,50.088,150,15,4,17,10,19,40
Multiple carriers,Delhi,Cochin,1,10786,129.43200000000002,705,27,5,7,30,19,15
Jet Airways,Banglore,New Delhi,1,9134,109.608,1420,15,3,8,0,7,40
Jet Airways,Delhi,Cochin,2,13376,160.512,830,1,6,14,35,4,25
Air India,Banglore,New Delhi,1,6955,83.46000000000001,770,21,3,22,0,10,50
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,590,9,5,8,25,18,15
Air Asia,Kolkata,Banglore,0,3807,45.684,150,1,4,19,55,22,25
Jet Airways,Kolkata,Banglore,1,9663,115.956,1315,1,5,14,5,12,0
Jet Airways,Delhi,Cochin,1,12373,148.476,1570,9,5,2,15,4,25
SpiceJet,Banglore,Delhi,0,4991,59.892,175,1,5,21,10,0,5
Air India,Delhi,Cochin,1,6745,80.94,1215,21,3,23,0,19,15
Jet Airways,Delhi,Cochin,1,10262,123.144,1210,15,6,22,50,19,0
Jet Airways,Delhi,Cochin,1,6540,78.48,655,27,3,17,30,4,25
SpiceJet,Kolkata,Banglore,0,3873,46.476,150,6,4,17,10,19,40
Jet Airways,Delhi,Cochin,1,15554,186.648,1270,9,5,21,50,19,0
IndiGo,Kolkata,Banglore,0,4804,57.648,155,27,5,20,20,22,55
Jet Airways,Delhi,Cochin,1,7438,89.256,1240,27,3,23,5,19,45
Air Asia,Banglore,Delhi,0,6181,74.172,170,3,5,4,55,7,45
Multiple carriers,Delhi,Cochin,1,9424,113.08800000000001,390,1,5,19,0,1,30
Air India,Banglore,New Delhi,2,12725,152.70000000000002,1800,12,3,17,25,23,25
Air India,Banglore,New Delhi,1,6046,72.552,790,15,3,8,15,21,25
SpiceJet,Banglore,Delhi,0,3971,47.652,175,15,6,21,10,0,5
Jet Airways,Kolkata,Banglore,1,12692,152.304,1080,6,6,20,25,14,25
IndiGo,Delhi,Cochin,1,7451,89.412,480,6,3,14,20,22,20
Jet Airways,Banglore,New Delhi,1,13817,165.804,525,12,3,22,55,7,40
Jet Airways,Kolkata,Banglore,1,10703,128.436,750,6,5,9,35,22,5
Jet Airways,Banglore,New Delhi,1,13817,165.804,800,12,3,21,25,10,45
Jet Airways,Banglore,New Delhi,1,27210,326.52,370,15,3,22,55,5,5
Jet Airways,Kolkata,Banglore,1,13941,167.292,450,18,5,21,10,4,40
Air India,Banglore,New Delhi,1,10246,122.952,1155,1,3,17,0,12,15
IndiGo,Kolkata,Banglore,0,4804,57.648,155,6,5,17,15,19,50
Air Asia,Kolkata,Banglore,1,6810,81.72,720,6,6,22,40,10,40
Jet Airways,Banglore,Delhi,0,5198,62.376000000000005,180,1,5,8,20,11,20
Vistara,Banglore,Delhi,0,5613,67.356,170,3,5,21,0,23,50
IndiGo,Mumbai,Hyderabad,0,4784,57.408,85,3,3,21,20,22,45
Jet Airways,Delhi,Cochin,1,5406,64.872,1385,21,3,19,45,18,50
Air India,Banglore,Delhi,0,5228,62.736000000000004,170,27,4,13,20,16,10
Jet Airways,Delhi,Cochin,1,12898,154.776,1325,27,5,20,55,19,0
Air India,Chennai,Kolkata,0,4667,56.004,135,15,6,11,40,13,55
Jet Airways,Kolkata,Banglore,1,14781,177.372,345,21,5,14,5,19,50
Vistara,Banglore,Delhi,0,5403,64.836,170,21,4,9,45,12,35
Jet Airways,Kolkata,Banglore,1,9899,118.788,570,12,6,14,5,23,35
Jet Airways,Delhi,Cochin,2,13029,156.348,535,21,5,19,30,4,25
Vistara,Kolkata,Banglore,1,9187,110.244,1065,18,5,17,0,10,45
IndiGo,Banglore,Delhi,0,4823,57.876,170,24,5,20,0,22,50
Air India,Delhi,Cochin,2,8665,103.98,1305,27,3,21,30,19,15
IndiGo,Delhi,Cochin,1,14871,178.452,755,6,3,8,25,21,0
IndiGo,Mumbai,Hyderabad,0,4049,48.588,90,21,6,6,25,7,55
Air India,Chennai,Kolkata,0,4667,56.004,135,12,6,11,40,13,55
IndiGo,Kolkata,Banglore,1,4226,50.712,235,9,4,19,55,23,50
Air India,Banglore,New Delhi,0,7591,91.092,165,3,3,6,10,8,55
Jet Airways,Banglore,New Delhi,1,19225,230.70000000000002,450,6,3,5,45,13,15
Jet Airways,Delhi,Cochin,1,12898,154.776,1040,27,5,19,15,12,35
IndiGo,Mumbai,Hyderabad,0,2754,33.048,90,9,6,12,0,13,30
SpiceJet,Mumbai,Hyderabad,0,1965,23.580000000000002,90,3,5,13,15,14,45
Air India,Kolkata,Banglore,2,12835,154.02,1830,24,3,16,45,23,15
Multiple carriers,Delhi,Cochin,1,14533,174.39600000000002,675,15,5,8,0,19,15
Vistara,Banglore,Delhi,0,4668,56.016,170,24,6,9,45,12,35
Jet Airways,Delhi,Cochin,1,11822,141.864,1145,9,4,17,30,12,35
Jet Airways,Delhi,Cochin,1,6017,72.20400000000001,395,27,3,21,50,4,25
Jet Airways,Delhi,Cochin,1,14714,176.568,450,9,6,11,30,19,0
SpiceJet,Chennai,Kolkata,0,3597,43.164,135,9,6,8,20,10,35
Air Asia,Banglore,Delhi,0,3383,40.596000000000004,165,24,4,11,10,13,55
Air India,Kolkata,Banglore,2,11642,139.704,765,18,5,16,50,5,35
Vistara,Banglore,Delhi,0,5403,64.836,170,27,4,21,0,23,50
Air India,Delhi,Cochin,2,14221,170.65200000000002,1595,3,3,16,40,19,15
Jet Airways,Kolkata,Banglore,1,8586,103.032,775,18,5,21,10,10,5
IndiGo,Mumbai,Hyderabad,0,4049,48.588,90,12,6,9,10,10,40
Jet Airways,Delhi,Cochin,1,10262,123.144,520,3,6,19,45,4,25
Multiple carriers,Delhi,Cochin,1,7888,94.656,840,21,5,7,0,21,0
Air India,Delhi,Cochin,2,8236,98.83200000000001,1410,21,3,19,45,19,15
Air India,Delhi,Cochin,2,12961,155.532,1795,6,6,13,20,19,15
Jet Airways,Kolkata,Banglore,1,8586,103.032,1330,9,5,6,30,4,40
IndiGo,Kolkata,Banglore,1,5279,63.348,290,18,5,8,10,13,0
GoAir,Banglore,Delhi,0,3419,41.028,165,18,6,20,55,23,40
Jet Airways,Delhi,Cochin,2,13292,159.504,810,15,6,5,30,19,0
Jet Airways,Kolkata,Banglore,1,13067,156.804,800,15,5,20,25,9,45
IndiGo,Chennai,Kolkata,0,3597,43.164,140,3,5,13,15,15,35
Jet Airways,Delhi,Cochin,1,15554,186.648,715,18,5,7,5,19,0
IndiGo,Delhi,Cochin,1,6027,72.324,310,15,5,17,5,22,15
Jet Airways,Kolkata,Banglore,1,14781,177.372,705,9,5,6,30,18,15
Jet Airways,Delhi,Cochin,2,13376,160.512,830,1,6,14,35,4,25
IndiGo,Banglore,Delhi,0,3943,47.316,180,27,5,21,15,0,15
GoAir,Delhi,Cochin,1,5842,70.104,370,12,6,7,25,13,35
IndiGo,Chennai,Kolkata,0,4326,51.912,140,15,3,5,15,7,35
Multiple carriers,Delhi,Cochin,1,8937,107.244,645,1,6,8,30,19,15
